Drug;Type;Reaction
VIIBRYD;ADVERSE REACTIONS;Ventricular extrasystoles
VIIBRYD;ADVERSE REACTIONS;Vision blurred
VIIBRYD;ADVERSE REACTIONS;Vomiting
VIIBRYD;ADVERSE REACTIONS;Weight increased
VIIBRYD;WARNINGS AND PRECAUTIONS;Agitation
VIIBRYD;WARNINGS AND PRECAUTIONS;Angle closure glaucoma
VIIBRYD;WARNINGS AND PRECAUTIONS;Angle closure glaucoma
VIIBRYD;WARNINGS AND PRECAUTIONS;Autonomic nervous system imbalance
VIIBRYD;WARNINGS AND PRECAUTIONS;Bipolar I disorder
VIIBRYD;WARNINGS AND PRECAUTIONS;Blood sodium decreased
VIIBRYD;WARNINGS AND PRECAUTIONS;Coma
VIIBRYD;WARNINGS AND PRECAUTIONS;Completed suicide
VIIBRYD;WARNINGS AND PRECAUTIONS;Coordination abnormal
VIIBRYD;WARNINGS AND PRECAUTIONS;Delirium
VIIBRYD;WARNINGS AND PRECAUTIONS;Diarrhoea
VIIBRYD;WARNINGS AND PRECAUTIONS;Dizziness
VIIBRYD;WARNINGS AND PRECAUTIONS;Ecchymosis
VIIBRYD;WARNINGS AND PRECAUTIONS;Epistaxis
VIIBRYD;WARNINGS AND PRECAUTIONS;Flushing
VIIBRYD;WARNINGS AND PRECAUTIONS;Gastrointestinal disorder
VIIBRYD;WARNINGS AND PRECAUTIONS;Gastrointestinal haemorrhage
VIIBRYD;WARNINGS AND PRECAUTIONS;Haematoma
VIIBRYD;WARNINGS AND PRECAUTIONS;Haemorrhage
VIIBRYD;WARNINGS AND PRECAUTIONS;Haemorrhage
VIIBRYD;WARNINGS AND PRECAUTIONS;Hallucination
VIIBRYD;WARNINGS AND PRECAUTIONS;Hyperhidrosis
VIIBRYD;WARNINGS AND PRECAUTIONS;Hyperreflexia
VIIBRYD;WARNINGS AND PRECAUTIONS;Hyperthermia
VIIBRYD;WARNINGS AND PRECAUTIONS;Hypomania
VIIBRYD;WARNINGS AND PRECAUTIONS;Hyponatraemia
VIIBRYD;WARNINGS AND PRECAUTIONS;Labile blood pressure
VIIBRYD;WARNINGS AND PRECAUTIONS;Mania
VIIBRYD;WARNINGS AND PRECAUTIONS;Mania
VIIBRYD;WARNINGS AND PRECAUTIONS;Mental status changes
VIIBRYD;WARNINGS AND PRECAUTIONS;Muscle rigidity
VIIBRYD;WARNINGS AND PRECAUTIONS;Mydriasis
VIIBRYD;WARNINGS AND PRECAUTIONS;Myoclonus
VIIBRYD;WARNINGS AND PRECAUTIONS;Nausea
VIIBRYD;WARNINGS AND PRECAUTIONS;Neuromyopathy
VIIBRYD;WARNINGS AND PRECAUTIONS;Petechiae
VIIBRYD;WARNINGS AND PRECAUTIONS;Seizure
VIIBRYD;WARNINGS AND PRECAUTIONS;Serotonin syndrome
VIIBRYD;WARNINGS AND PRECAUTIONS;Suicidal behaviour
VIIBRYD;WARNINGS AND PRECAUTIONS;Suicidal ideation
VIIBRYD;WARNINGS AND PRECAUTIONS;Tachycardia
VIIBRYD;WARNINGS AND PRECAUTIONS;Tremor
VIIBRYD;WARNINGS AND PRECAUTIONS;Vomiting
CAPRELSA;BOXED WARNINGS;Electrocardiogram QT prolonged
CAPRELSA;BOXED WARNINGS;Electrocardiogram QT prolonged
CAPRELSA;BOXED WARNINGS;Sudden death
CAPRELSA;BOXED WARNINGS;Torsade de pointes
CAPRELSA;ADVERSE REACTIONS;Abdominal pain
CAPRELSA;ADVERSE REACTIONS;Accelerated hypertension
CAPRELSA;ADVERSE REACTIONS;Acne
CAPRELSA;ADVERSE REACTIONS;Acute sinusitis
CAPRELSA;ADVERSE REACTIONS;Alanine aminotransferase increased
CAPRELSA;ADVERSE REACTIONS;Alopecia
CAPRELSA;ADVERSE REACTIONS;Asthenia
CAPRELSA;ADVERSE REACTIONS;Blood creatinine increased
CAPRELSA;ADVERSE REACTIONS;Cardiac failure
CAPRELSA;ADVERSE REACTIONS;Cerebral ischaemia
CAPRELSA;ADVERSE REACTIONS;Colitis
CAPRELSA;ADVERSE REACTIONS;Corneal disorder
CAPRELSA;ADVERSE REACTIONS;Corneal opacity
CAPRELSA;ADVERSE REACTIONS;Decreased appetite
CAPRELSA;ADVERSE REACTIONS;Depression
CAPRELSA;ADVERSE REACTIONS;Dermatitis acneiform
CAPRELSA;ADVERSE REACTIONS;Dermatitis acneiform
CAPRELSA;ADVERSE REACTIONS;Diarrhoea
CAPRELSA;ADVERSE REACTIONS;Dry mouth
CAPRELSA;ADVERSE REACTIONS;Dry skin
CAPRELSA;ADVERSE REACTIONS;Dysgeusia
CAPRELSA;ADVERSE REACTIONS;Dyspepsia
CAPRELSA;ADVERSE REACTIONS;Electrocardiogram QT prolonged
CAPRELSA;ADVERSE REACTIONS;Electrocardiogram QT prolonged
CAPRELSA;ADVERSE REACTIONS;Fatigue
CAPRELSA;ADVERSE REACTIONS;Haemorrhage
CAPRELSA;ADVERSE REACTIONS;Haemorrhage
CAPRELSA;ADVERSE REACTIONS;Halo vision
CAPRELSA;ADVERSE REACTIONS;Headache
CAPRELSA;ADVERSE REACTIONS;Hypertension
CAPRELSA;ADVERSE REACTIONS;Hypertensive crisis
CAPRELSA;ADVERSE REACTIONS;Hypocalcaemia
CAPRELSA;ADVERSE REACTIONS;Hypoglycaemia
CAPRELSA;ADVERSE REACTIONS;Hypomagnesaemia
CAPRELSA;ADVERSE REACTIONS;Hypothyroidism
CAPRELSA;ADVERSE REACTIONS;Interstitial lung disease
CAPRELSA;ADVERSE REACTIONS;Intestinal perforation
CAPRELSA;ADVERSE REACTIONS;Keratopathy
CAPRELSA;ADVERSE REACTIONS;Laryngitis
CAPRELSA;ADVERSE REACTIONS;Maternal drugs affecting foetus
CAPRELSA;ADVERSE REACTIONS;Muscle spasms
CAPRELSA;ADVERSE REACTIONS;Nail disorder
CAPRELSA;ADVERSE REACTIONS;Nasopharyngitis
CAPRELSA;ADVERSE REACTIONS;Nausea
CAPRELSA;ADVERSE REACTIONS;Neutropenia
CAPRELSA;ADVERSE REACTIONS;Pancreatitis
CAPRELSA;ADVERSE REACTIONS;Pharyngitis
CAPRELSA;ADVERSE REACTIONS;Photosensitivity reaction
CAPRELSA;ADVERSE REACTIONS;Posterior reversible encephalopathy syndrome
CAPRELSA;ADVERSE REACTIONS;Proteinuria
CAPRELSA;ADVERSE REACTIONS;Pruritus
CAPRELSA;ADVERSE REACTIONS;Pyrexia
CAPRELSA;ADVERSE REACTIONS;Rash
CAPRELSA;ADVERSE REACTIONS;Rhinitis
CAPRELSA;ADVERSE REACTIONS;Sinusitis
CAPRELSA;ADVERSE REACTIONS;Skin reaction
CAPRELSA;ADVERSE REACTIONS;Stevens-Johnson syndrome
CAPRELSA;ADVERSE REACTIONS;Thrombocytopenia
CAPRELSA;ADVERSE REACTIONS;Torsade de pointes
CAPRELSA;ADVERSE REACTIONS;Tracheitis
CAPRELSA;ADVERSE REACTIONS;Upper respiratory tract infection
CAPRELSA;ADVERSE REACTIONS;Vision blurred
CAPRELSA;ADVERSE REACTIONS;Visual acuity reduced
CAPRELSA;ADVERSE REACTIONS;Vomiting
CAPRELSA;WARNINGS AND PRECAUTIONS;Cardiac failure
CAPRELSA;WARNINGS AND PRECAUTIONS;Cerebral ischaemia
CAPRELSA;WARNINGS AND PRECAUTIONS;Death
CAPRELSA;WARNINGS AND PRECAUTIONS;Developmental delay
CAPRELSA;WARNINGS AND PRECAUTIONS;Diarrhoea
CAPRELSA;WARNINGS AND PRECAUTIONS;Electrocardiogram QT prolonged
CAPRELSA;WARNINGS AND PRECAUTIONS;Fertility increased
CAPRELSA;WARNINGS AND PRECAUTIONS;Foetal damage
CAPRELSA;WARNINGS AND PRECAUTIONS;Haemorrhage
CAPRELSA;WARNINGS AND PRECAUTIONS;Hypertension
CAPRELSA;WARNINGS AND PRECAUTIONS;Hypertensive crisis
CAPRELSA;WARNINGS AND PRECAUTIONS;Infertility female
CAPRELSA;WARNINGS AND PRECAUTIONS;Interstitial lung disease
CAPRELSA;WARNINGS AND PRECAUTIONS;Maternal drugs affecting foetus
CAPRELSA;WARNINGS AND PRECAUTIONS;Photosensitivity reaction
CAPRELSA;WARNINGS AND PRECAUTIONS;Pneumonitis
CAPRELSA;WARNINGS AND PRECAUTIONS;Posterior reversible encephalopathy syndrome
CAPRELSA;WARNINGS AND PRECAUTIONS;Skin reaction
CAPRELSA;WARNINGS AND PRECAUTIONS;Stevens-Johnson syndrome
CAPRELSA;WARNINGS AND PRECAUTIONS;Sudden death
CAPRELSA;WARNINGS AND PRECAUTIONS;Teratogenicity
CAPRELSA;WARNINGS AND PRECAUTIONS;Torsade de pointes
CAPRELSA;WARNINGS AND PRECAUTIONS;Ventricular tachycardia
Zytiga;ADVERSE REACTIONS;Adrenal insufficiency
Zytiga;ADVERSE REACTIONS;Alanine aminotransferase increased
Zytiga;ADVERSE REACTIONS;Alanine aminotransferase increased
Zytiga;ADVERSE REACTIONS;Alanine aminotransferase increased
Zytiga;ADVERSE REACTIONS;Anaemia
Zytiga;ADVERSE REACTIONS;Arrhythmia
Zytiga;ADVERSE REACTIONS;Aspartate aminotransferase increased
Zytiga;ADVERSE REACTIONS;Aspartate aminotransferase increased
Zytiga;ADVERSE REACTIONS;Blood alkaline phosphatase increased
Zytiga;ADVERSE REACTIONS;Blood bilirubin increased
Zytiga;ADVERSE REACTIONS;Blood phosphorus decreased
Zytiga;ADVERSE REACTIONS;Blood potassium decreased
Zytiga;ADVERSE REACTIONS;Cardiac failure
Zytiga;ADVERSE REACTIONS;Cardio-respiratory arrest
Zytiga;ADVERSE REACTIONS;Chest discomfort
Zytiga;ADVERSE REACTIONS;Chest pain
Zytiga;ADVERSE REACTIONS;Constipation
Zytiga;ADVERSE REACTIONS;Contusion
Zytiga;ADVERSE REACTIONS;Cough
Zytiga;ADVERSE REACTIONS;Death
Zytiga;ADVERSE REACTIONS;Diarrhoea
Zytiga;ADVERSE REACTIONS;Dyspepsia
Zytiga;ADVERSE REACTIONS;Dyspnoea
Zytiga;ADVERSE REACTIONS;Fall
Zytiga;ADVERSE REACTIONS;Fatigue
Zytiga;ADVERSE REACTIONS;Fluid retention
Zytiga;ADVERSE REACTIONS;Fracture
Zytiga;ADVERSE REACTIONS;Groin pain
Zytiga;ADVERSE REACTIONS;Haematuria
Zytiga;ADVERSE REACTIONS;Hepatotoxicity
Zytiga;ADVERSE REACTIONS;Hot flush
Zytiga;ADVERSE REACTIONS;Hyperaldosteronism
Zytiga;ADVERSE REACTIONS;Hypercholesterolaemia
Zytiga;ADVERSE REACTIONS;Hyperglycaemia
Zytiga;ADVERSE REACTIONS;Hypernatraemia
Zytiga;ADVERSE REACTIONS;Hypertension
Zytiga;ADVERSE REACTIONS;Hypertriglyceridaemia
Zytiga;ADVERSE REACTIONS;Hypokalaemia
Zytiga;ADVERSE REACTIONS;Hypophosphataemia
Zytiga;ADVERSE REACTIONS;Insomnia
Zytiga;ADVERSE REACTIONS;Joint swelling
Zytiga;ADVERSE REACTIONS;Lymphopenia
Zytiga;ADVERSE REACTIONS;Musculoskeletal discomfort
Zytiga;ADVERSE REACTIONS;Musculoskeletal discomfort
Zytiga;ADVERSE REACTIONS;Myocardial infarction
Zytiga;ADVERSE REACTIONS;Myocardial ischaemia
Zytiga;ADVERSE REACTIONS;Myopathy
Zytiga;ADVERSE REACTIONS;Nasopharyngitis
Zytiga;ADVERSE REACTIONS;Nocturia
Zytiga;ADVERSE REACTIONS;Oedema
Zytiga;ADVERSE REACTIONS;Pneumonitis
Zytiga;ADVERSE REACTIONS;Pollakiuria
Zytiga;ADVERSE REACTIONS;Pyrexia
Zytiga;ADVERSE REACTIONS;Rash
Zytiga;ADVERSE REACTIONS;Rhabdomyolysis
Zytiga;ADVERSE REACTIONS;Sudden death
Zytiga;ADVERSE REACTIONS;Upper respiratory tract infection
Zytiga;ADVERSE REACTIONS;Urinary tract infection
Zytiga;ADVERSE REACTIONS;Vomiting
Zytiga;WARNINGS AND PRECAUTIONS;Adrenal insufficiency
Zytiga;WARNINGS AND PRECAUTIONS;Adrenal insufficiency
Zytiga;WARNINGS AND PRECAUTIONS;Alanine aminotransferase increased
Zytiga;WARNINGS AND PRECAUTIONS;Aspartate aminotransferase increased
Zytiga;WARNINGS AND PRECAUTIONS;Fluid retention
Zytiga;WARNINGS AND PRECAUTIONS;Hepatic enzyme increased
Zytiga;WARNINGS AND PRECAUTIONS;Hepatotoxicity
Zytiga;WARNINGS AND PRECAUTIONS;Hyperaldosteronism
Zytiga;WARNINGS AND PRECAUTIONS;Hypercorticoidism
Zytiga;WARNINGS AND PRECAUTIONS;Hypertension
Zytiga;WARNINGS AND PRECAUTIONS;Hypokalaemia
Zytiga;WARNINGS AND PRECAUTIONS;Liver function test abnormal
Zytiga;WARNINGS AND PRECAUTIONS;Oedema
Edarbi;BOXED WARNINGS;Foetal damage
Edarbi;BOXED WARNINGS;Foetal death
Edarbi;BOXED WARNINGS;Maternal drugs affecting foetus
Edarbi;ADVERSE REACTIONS;Angioedema
Edarbi;ADVERSE REACTIONS;Asthenia
Edarbi;ADVERSE REACTIONS;Blood creatinine increased
Edarbi;ADVERSE REACTIONS;Cough
Edarbi;ADVERSE REACTIONS;Diarrhoea
Edarbi;ADVERSE REACTIONS;Dizziness postural
Edarbi;ADVERSE REACTIONS;Dizziness
Edarbi;ADVERSE REACTIONS;Fatigue
Edarbi;ADVERSE REACTIONS;Haematocrit decreased
Edarbi;ADVERSE REACTIONS;Haemoglobin decreased
Edarbi;ADVERSE REACTIONS;Hypotension
Edarbi;ADVERSE REACTIONS;Muscle spasms
Edarbi;ADVERSE REACTIONS;Muscle spasms
Edarbi;ADVERSE REACTIONS;Nausea
Edarbi;ADVERSE REACTIONS;Orthostatic hypotension
Edarbi;ADVERSE REACTIONS;Platelet count abnormal
Edarbi;ADVERSE REACTIONS;Platelet count decreased
Edarbi;ADVERSE REACTIONS;Platelet count increased
Edarbi;ADVERSE REACTIONS;Pruritus
Edarbi;ADVERSE REACTIONS;Rash
Edarbi;ADVERSE REACTIONS;Red blood cell count decreased
Edarbi;ADVERSE REACTIONS;White blood cell count abnormal
Edarbi;ADVERSE REACTIONS;White blood cell count decreased
Edarbi;ADVERSE REACTIONS;White blood cell count increased
Edarbi;WARNINGS AND PRECAUTIONS;Acute kidney injury
Edarbi;WARNINGS AND PRECAUTIONS;Azotaemia
Edarbi;WARNINGS AND PRECAUTIONS;Blood creatinine increased
Edarbi;WARNINGS AND PRECAUTIONS;Blood urea increased
Edarbi;WARNINGS AND PRECAUTIONS;Congenital anomaly
Edarbi;WARNINGS AND PRECAUTIONS;Death neonatal
Edarbi;WARNINGS AND PRECAUTIONS;Death
Edarbi;WARNINGS AND PRECAUTIONS;Foetal death
Edarbi;WARNINGS AND PRECAUTIONS;Foetal disorder
Edarbi;WARNINGS AND PRECAUTIONS;Hypotension
Edarbi;WARNINGS AND PRECAUTIONS;Microcephaly
Edarbi;WARNINGS AND PRECAUTIONS;Neonatal anuria
Edarbi;WARNINGS AND PRECAUTIONS;Neonatal disorder
Edarbi;WARNINGS AND PRECAUTIONS;Neonatal hypotension
Edarbi;WARNINGS AND PRECAUTIONS;Oligohydramnios
Edarbi;WARNINGS AND PRECAUTIONS;Oliguria
Edarbi;WARNINGS AND PRECAUTIONS;Pulmonary hypoplasia
Edarbi;WARNINGS AND PRECAUTIONS;Renal failure neonatal
Edarbi;WARNINGS AND PRECAUTIONS;Renal impairment
Edarbi;WARNINGS AND PRECAUTIONS;Renal impairment
SAPHRIS;BOXED WARNINGS;Death
SAPHRIS;ADVERSE REACTIONS;Abdominal discomfort
SAPHRIS;ADVERSE REACTIONS;Abdominal discomfort
SAPHRIS;ADVERSE REACTIONS;Abdominal pain lower
SAPHRIS;ADVERSE REACTIONS;Abdominal pain upper
SAPHRIS;ADVERSE REACTIONS;Abdominal pain
SAPHRIS;ADVERSE REACTIONS;Accommodation disorder
SAPHRIS;ADVERSE REACTIONS;Agranulocytosis
SAPHRIS;ADVERSE REACTIONS;Akathisia
SAPHRIS;ADVERSE REACTIONS;Alanine aminotransferase increased
SAPHRIS;ADVERSE REACTIONS;Anaemia
SAPHRIS;ADVERSE REACTIONS;Anger
SAPHRIS;ADVERSE REACTIONS;Anxiety
SAPHRIS;ADVERSE REACTIONS;Application site exfoliation
SAPHRIS;ADVERSE REACTIONS;Application site exfoliation
SAPHRIS;ADVERSE REACTIONS;Application site inflammation
SAPHRIS;ADVERSE REACTIONS;Application site reaction
SAPHRIS;ADVERSE REACTIONS;Application site ulcer
SAPHRIS;ADVERSE REACTIONS;Application site vesicles
SAPHRIS;ADVERSE REACTIONS;Arthralgia
SAPHRIS;ADVERSE REACTIONS;Aspartate aminotransferase increased
SAPHRIS;ADVERSE REACTIONS;Bipolar I disorder
SAPHRIS;ADVERSE REACTIONS;Blepharospasm
SAPHRIS;ADVERSE REACTIONS;Blood creatine phosphokinase increased
SAPHRIS;ADVERSE REACTIONS;Blood insulin increased
SAPHRIS;ADVERSE REACTIONS;Blood prolactin decreased
SAPHRIS;ADVERSE REACTIONS;Blood prolactin increased
SAPHRIS;ADVERSE REACTIONS;Blood prolactin increased
SAPHRIS;ADVERSE REACTIONS;Blood prolactin increased
SAPHRIS;ADVERSE REACTIONS;Bradykinesia
SAPHRIS;ADVERSE REACTIONS;Bundle branch block
SAPHRIS;ADVERSE REACTIONS;Choking
SAPHRIS;ADVERSE REACTIONS;Cognitive disorder
SAPHRIS;ADVERSE REACTIONS;Completed suicide
SAPHRIS;ADVERSE REACTIONS;Constipation
SAPHRIS;ADVERSE REACTIONS;Dehydration
SAPHRIS;ADVERSE REACTIONS;Depression
SAPHRIS;ADVERSE REACTIONS;Depressive symptom
SAPHRIS;ADVERSE REACTIONS;Diplopia
SAPHRIS;ADVERSE REACTIONS;Dizziness
SAPHRIS;ADVERSE REACTIONS;Dry mouth
SAPHRIS;ADVERSE REACTIONS;Dysarthria
SAPHRIS;ADVERSE REACTIONS;Dysgeusia
SAPHRIS;ADVERSE REACTIONS;Dyskinesia
SAPHRIS;ADVERSE REACTIONS;Dysmenorrhoea
SAPHRIS;ADVERSE REACTIONS;Dyspepsia
SAPHRIS;ADVERSE REACTIONS;Dysphagia
SAPHRIS;ADVERSE REACTIONS;Dysphagia
SAPHRIS;ADVERSE REACTIONS;Dyspnoea
SAPHRIS;ADVERSE REACTIONS;Dyspnoea
SAPHRIS;ADVERSE REACTIONS;Dystonia
SAPHRIS;ADVERSE REACTIONS;Dystonia
SAPHRIS;ADVERSE REACTIONS;Electrocardiogram QT prolonged
SAPHRIS;ADVERSE REACTIONS;Enuresis
SAPHRIS;ADVERSE REACTIONS;Extrapyramidal disorder
SAPHRIS;ADVERSE REACTIONS;Extrapyramidal disorder
SAPHRIS;ADVERSE REACTIONS;Fall
SAPHRIS;ADVERSE REACTIONS;Fatigue
SAPHRIS;ADVERSE REACTIONS;Gait disturbance
SAPHRIS;ADVERSE REACTIONS;Galactorrhoea
SAPHRIS;ADVERSE REACTIONS;Gastrooesophageal reflux disease
SAPHRIS;ADVERSE REACTIONS;Glossodynia
SAPHRIS;ADVERSE REACTIONS;Haemodynamic instability
SAPHRIS;ADVERSE REACTIONS;Headache
SAPHRIS;ADVERSE REACTIONS;Heart rate increased
SAPHRIS;ADVERSE REACTIONS;Hyperinsulinaemia
SAPHRIS;ADVERSE REACTIONS;Hyperkinesia
SAPHRIS;ADVERSE REACTIONS;Hyperprolactinaemia
SAPHRIS;ADVERSE REACTIONS;Hypersensitivity
SAPHRIS;ADVERSE REACTIONS;Hypersomnia
SAPHRIS;ADVERSE REACTIONS;Hypertension
SAPHRIS;ADVERSE REACTIONS;Hypoaesthesia oral
SAPHRIS;ADVERSE REACTIONS;Hypoaesthesia
SAPHRIS;ADVERSE REACTIONS;Hyponatraemia
SAPHRIS;ADVERSE REACTIONS;Idiosyncratic drug reaction
SAPHRIS;ADVERSE REACTIONS;Increased appetite
SAPHRIS;ADVERSE REACTIONS;Insomnia
SAPHRIS;ADVERSE REACTIONS;Irritability
SAPHRIS;ADVERSE REACTIONS;Lethargy
SAPHRIS;ADVERSE REACTIONS;Leukopenia
SAPHRIS;ADVERSE REACTIONS;Masked facies
SAPHRIS;ADVERSE REACTIONS;Metabolic disorder
SAPHRIS;ADVERSE REACTIONS;Motor dysfunction
SAPHRIS;ADVERSE REACTIONS;Mouth ulceration
SAPHRIS;ADVERSE REACTIONS;Muscle contractions involuntary
SAPHRIS;ADVERSE REACTIONS;Muscle rigidity
SAPHRIS;ADVERSE REACTIONS;Muscle spasms
SAPHRIS;ADVERSE REACTIONS;Muscle strain
SAPHRIS;ADVERSE REACTIONS;Muscle twitching
SAPHRIS;ADVERSE REACTIONS;Musculoskeletal stiffness
SAPHRIS;ADVERSE REACTIONS;Myalgia
SAPHRIS;ADVERSE REACTIONS;Nasal congestion
SAPHRIS;ADVERSE REACTIONS;Nausea
SAPHRIS;ADVERSE REACTIONS;Neuroleptic malignant syndrome
SAPHRIS;ADVERSE REACTIONS;Neutropenia
SAPHRIS;ADVERSE REACTIONS;Oculogyric crisis
SAPHRIS;ADVERSE REACTIONS;Oedema peripheral
SAPHRIS;ADVERSE REACTIONS;Oral dysaesthesia
SAPHRIS;ADVERSE REACTIONS;Oromandibular dystonia
SAPHRIS;ADVERSE REACTIONS;Oropharyngeal pain
SAPHRIS;ADVERSE REACTIONS;Orthostatic hypotension
SAPHRIS;ADVERSE REACTIONS;Pain in extremity
SAPHRIS;ADVERSE REACTIONS;Paraesthesia oral
SAPHRIS;ADVERSE REACTIONS;Paraesthesia oral
SAPHRIS;ADVERSE REACTIONS;Parkinsonism
SAPHRIS;ADVERSE REACTIONS;Pharyngeal dyskinesia
SAPHRIS;ADVERSE REACTIONS;Photosensitivity reaction
SAPHRIS;ADVERSE REACTIONS;Protrusion tongue
SAPHRIS;ADVERSE REACTIONS;Rash
SAPHRIS;ADVERSE REACTIONS;Resting tremor
SAPHRIS;ADVERSE REACTIONS;Salivary hypersecretion
SAPHRIS;ADVERSE REACTIONS;Sedation
SAPHRIS;ADVERSE REACTIONS;Seizure
SAPHRIS;ADVERSE REACTIONS;Somnolence
SAPHRIS;ADVERSE REACTIONS;Suicidal ideation
SAPHRIS;ADVERSE REACTIONS;Swollen tongue
SAPHRIS;ADVERSE REACTIONS;Syncope
SAPHRIS;ADVERSE REACTIONS;Tachycardia
SAPHRIS;ADVERSE REACTIONS;Tardive dyskinesia
SAPHRIS;ADVERSE REACTIONS;Throat tightness
SAPHRIS;ADVERSE REACTIONS;Thrombocytopenia
SAPHRIS;ADVERSE REACTIONS;Toothache
SAPHRIS;ADVERSE REACTIONS;Torticollis
SAPHRIS;ADVERSE REACTIONS;Transaminases increased
SAPHRIS;ADVERSE REACTIONS;Transaminases increased
SAPHRIS;ADVERSE REACTIONS;Tremor
SAPHRIS;ADVERSE REACTIONS;Vision blurred
SAPHRIS;ADVERSE REACTIONS;Vomiting
SAPHRIS;ADVERSE REACTIONS;Weight increased
SAPHRIS;ADVERSE REACTIONS;
SAPHRIS;WARNINGS AND PRECAUTIONS;Acute kidney injury
SAPHRIS;WARNINGS AND PRECAUTIONS;Agranulocytosis
SAPHRIS;WARNINGS AND PRECAUTIONS;Amenorrhoea
SAPHRIS;WARNINGS AND PRECAUTIONS;Anaphylactic reaction
SAPHRIS;WARNINGS AND PRECAUTIONS;Angioedema
SAPHRIS;WARNINGS AND PRECAUTIONS;Arrhythmia
SAPHRIS;WARNINGS AND PRECAUTIONS;Aspiration
SAPHRIS;WARNINGS AND PRECAUTIONS;Autonomic nervous system imbalance
SAPHRIS;WARNINGS AND PRECAUTIONS;Blood cholesterol increased
SAPHRIS;WARNINGS AND PRECAUTIONS;Blood creatine phosphokinase increased
SAPHRIS;WARNINGS AND PRECAUTIONS;Blood glucose increased
SAPHRIS;WARNINGS AND PRECAUTIONS;Blood gonadotrophin decreased
SAPHRIS;WARNINGS AND PRECAUTIONS;Blood gonadotrophin decreased
SAPHRIS;WARNINGS AND PRECAUTIONS;Blood pressure fluctuation
SAPHRIS;WARNINGS AND PRECAUTIONS;Blood prolactin abnormal
SAPHRIS;WARNINGS AND PRECAUTIONS;Blood prolactin increased
SAPHRIS;WARNINGS AND PRECAUTIONS;Blood triglycerides increased
SAPHRIS;WARNINGS AND PRECAUTIONS;Body temperature increased
SAPHRIS;WARNINGS AND PRECAUTIONS;Bone density decreased
SAPHRIS;WARNINGS AND PRECAUTIONS;Bradycardia
SAPHRIS;WARNINGS AND PRECAUTIONS;Cardiac failure
SAPHRIS;WARNINGS AND PRECAUTIONS;Cardiovascular symptom
SAPHRIS;WARNINGS AND PRECAUTIONS;Cerebrovascular accident
SAPHRIS;WARNINGS AND PRECAUTIONS;Cerebrovascular accident
SAPHRIS;WARNINGS AND PRECAUTIONS;Cerebrovascular disorder
SAPHRIS;WARNINGS AND PRECAUTIONS;Cognitive disorder
SAPHRIS;WARNINGS AND PRECAUTIONS;Coma
SAPHRIS;WARNINGS AND PRECAUTIONS;Completed suicide
SAPHRIS;WARNINGS AND PRECAUTIONS;Death
SAPHRIS;WARNINGS AND PRECAUTIONS;Dizziness
SAPHRIS;WARNINGS AND PRECAUTIONS;Dyskinesia
SAPHRIS;WARNINGS AND PRECAUTIONS;Dyslipidaemia
SAPHRIS;WARNINGS AND PRECAUTIONS;Dysphagia
SAPHRIS;WARNINGS AND PRECAUTIONS;Dyspnoea
SAPHRIS;WARNINGS AND PRECAUTIONS;Electrocardiogram QT prolonged
SAPHRIS;WARNINGS AND PRECAUTIONS;Electrocardiogram QT prolonged
SAPHRIS;WARNINGS AND PRECAUTIONS;Electrocardiogram QT prolonged
SAPHRIS;WARNINGS AND PRECAUTIONS;Erectile dysfunction
SAPHRIS;WARNINGS AND PRECAUTIONS;Feeling hot
SAPHRIS;WARNINGS AND PRECAUTIONS;Galactorrhoea
SAPHRIS;WARNINGS AND PRECAUTIONS;Gynaecomastia
SAPHRIS;WARNINGS AND PRECAUTIONS;Haemodynamic instability
SAPHRIS;WARNINGS AND PRECAUTIONS;Heart rate irregular
SAPHRIS;WARNINGS AND PRECAUTIONS;Hyperglycaemia
SAPHRIS;WARNINGS AND PRECAUTIONS;Hyperhidrosis
SAPHRIS;WARNINGS AND PRECAUTIONS;Hyperosmolar state
SAPHRIS;WARNINGS AND PRECAUTIONS;Hyperprolactinaemia
SAPHRIS;WARNINGS AND PRECAUTIONS;Hyperpyrexia
SAPHRIS;WARNINGS AND PRECAUTIONS;Hypersensitivity
SAPHRIS;WARNINGS AND PRECAUTIONS;Hypersomnia
SAPHRIS;WARNINGS AND PRECAUTIONS;Hypogonadism
SAPHRIS;WARNINGS AND PRECAUTIONS;Hypogonadism
SAPHRIS;WARNINGS AND PRECAUTIONS;Hypotension
SAPHRIS;WARNINGS AND PRECAUTIONS;Ketoacidosis
SAPHRIS;WARNINGS AND PRECAUTIONS;Leukopenia
SAPHRIS;WARNINGS AND PRECAUTIONS;Lipids abnormal
SAPHRIS;WARNINGS AND PRECAUTIONS;Mental status changes
SAPHRIS;WARNINGS AND PRECAUTIONS;Metabolic disorder
SAPHRIS;WARNINGS AND PRECAUTIONS;Motor dysfunction
SAPHRIS;WARNINGS AND PRECAUTIONS;Muscle rigidity
SAPHRIS;WARNINGS AND PRECAUTIONS;Myoglobinuria
SAPHRIS;WARNINGS AND PRECAUTIONS;Neuroleptic malignant syndrome
SAPHRIS;WARNINGS AND PRECAUTIONS;Neuroleptic malignant syndrome
SAPHRIS;WARNINGS AND PRECAUTIONS;Neutropenia
SAPHRIS;WARNINGS AND PRECAUTIONS;Oesophageal motility disorder
SAPHRIS;WARNINGS AND PRECAUTIONS;Orthostatic hypotension
